customer_id,item_id,item_type,title_or_name,category,action,timestamp
C008,P097,product,Smart Bulb Pro,Home,view,2024-05-20
C008,CT044,content,Funny Fails - 4,Comedy,watch_later,2024-05-15
C008,CT058,content,Crypto Heist - 28,Action,like,2024-03-01
C008,P015,product,Coffee Maker Lite,Home,view,2024-03-02
C008,CT025,content,The Last Stand - 96,Action,watch_later,2024-04-27
C008,P046,product,Bluetooth Speaker Max,Entertainment,cart,2024-06-01
C008,CT178,content,Deep Ocean - 3,Documentary,watch_later,2024-05-11
C008,CT140,content,Deep Ocean - 26,Documentary,watch_later,2024-02-06
C008,P040,product,Winter Coat Ultra,Fashion,view,2024-06-06
C008,P066,product,Air Purifier Ultra,Home,purchase,2024-04-16
C008,P099,product,Smart Bulb Pro,Home,purchase,2024-01-22
C008,CT155,content,Funny Fails - 69,Comedy,like,2024-01-18
C008,CT114,content,Medical Ward - 42,Drama,watch_later,2024-05-09
C008,CT143,content,Space Race - 36,Documentary,watch_later,2024-05-21
C008,P113,product,Smart Bulb Eco,Home,cart,2024-01-12
C008,CT155,content,Funny Fails - 69,Comedy,like,2024-03-05
C008,CT126,content,Speed Run - 30,Action,like,2024-01-18
C008,P078,product,Smart Backpack Series X,Fashion,purchase,2024-06-17
C009,P066,product,Air Purifier Ultra,Home,purchase,2024-03-26
C009,P066,product,Air Purifier Ultra,Home,cart,2024-05-19
C009,P037,product,Smart Backpack Max,Fashion,purchase,2024-02-14
C009,CT129,content,Latest GPU Test - 6,Tech Review,watch_later,2024-04-28
C009,CT103,content,Smartphone War - 40,Tech Review,like,2024-06-10
C009,P052,product,Gaming Console Pro,Entertainment,view,2024-01-17
C009,CT170,content,Standup Special - 16,Comedy,like,2024-01-10
C009,P046,product,Bluetooth Speaker Max,Entertainment,view,2024-02-21
C009,CT144,content,Battlefield Earth - 37,Action,like,2024-03-20
C009,CT044,content,Funny Fails - 4,Comedy,watch_later,2024-05-01
C009,P070,product,Wireless Earbuds Series X,Electronics,purchase,2024-02-18
C009,P106,product,Bluetooth Speaker Max,Entertainment,view,2024-06-16
C009,P044,product,Portable Projector Eco,Entertainment,view,2024-04-04
C009,CT044,content,Funny Fails - 4,Comedy,like,2024-04-22
C009,CT062,content,History of Tech - 36,Documentary,like,2024-03-27
C009,CT147,content,Speed Run - 57,Action,like,2024-06-26
C009,CT113,content,Funny Fails - 43,Comedy,watch_later,2024-03-09
C009,CT192,content,Cyber Soul - 59,Sci-Fi,watch_later,2024-04-18
C009,P111,product,Winter Coat Max,Fashion,purchase,2024-02-16
C009,CT080,content,Nature Unbound - 88,Documentary,like,2024-01-27
C009,P087,product,Portable Projector Ultra,Entertainment,purchase,2024-03-16
C009,P071,product,Robot Vacuum Lite,Home,purchase,2024-04-19
C009,P053,product,Wireless Earbuds Eco,Electronics,cart,2024-03-30
C009,CT009,content,Star Warp - 89,Sci-Fi,watch_later,2024-03-31
C009,CT186,content,Latest GPU Test - 11,Tech Review,like,2024-03-11
C010,CT159,content,Crypto Heist - 83,Action,view,2024-01-20
C010,CT157,content,Future of AI - 82,Tech Review,like,2024-04-03
C010,CT127,content,Future of AI - 13,Tech Review,watch_later,2024-06-22
C010,P059,product,Mechanical Keyboard 2025 Edition,Electronics,view,2024-02-06
C010,CT020,content,The CEO - 83,Drama,watch_later,2024-04-22
C010,P021,product,VR Headset Pro,Electronics,view,2024-03-01
C010,CT127,content,Future of AI - 13,Tech Review,like,2024-04-02
C010,P070,product,Wireless Earbuds Series X,Electronics,purchase,2024-01-09
C010,CT016,content,Star Warp - 63,Sci-Fi,watch_later,2024-04-25
C010,CT078,content,Sitcom Life - 38,Comedy,like,2024-04-23
C010,CT082,content,Crypto Heist - 35,Action,watch_later,2024-02-05
C010,CT020,content,The CEO - 83,Drama,like,2024-03-21
C010,CT011,content,Sitcom Life - 54,Comedy,view,2024-01-30
C010,P082,product,Gaming Console Pro,Entertainment,view,2024-05-07
C010,CT001,content,Crypto Heist - 60,Action,watch_later,2024-01-31
C010,P046,product,Bluetooth Speaker Max,Entertainment,cart,2024-06-29
C010,CT145,content,AI Uprising - 82,Sci-Fi,watch_later,2024-03-14
C010,CT032,content,Family Secrets - 40,Drama,like,2024-02-21
C010,P007,product,Drone Ultra,Electronics,view,2024-04-25
C010,P079,product,Wireless Earbuds 2025 Edition,Electronics,purchase,2024-04-23
C010,CT149,content,Space Race - 23,Documentary,watch_later,2024-03-22
C010,CT104,content,Medical Ward - 12,Drama,watch_later,2024-01-17
C010,CT095,content,Funny Fails - 85,Comedy,like,2024-03-17
C010,CT046,content,Cyber Soul - 44,Sci-Fi,watch_later,2024-06-28
C010,CT007,content,Smartphone War - 35,Tech Review,like,2024-05-10
C011,P068,product,Coffee Maker Lite,Home,view,2024-02-05
C011,P111,product,Winter Coat Max,Fashion,cart,2024-01-07
C011,P089,product,Coffee Maker Eco,Home,purchase,2024-04-04
C011,CT136,content,Deep Ocean - 86,Documentary,watch_later,2024-02-03
C011,CT126,content,Speed Run - 30,Action,view,2024-01-17
C011,P094,product,Denim Jacket Pro,Fashion,purchase,2024-05-02
C011,CT140,content,Deep Ocean - 26,Documentary,like,2024-05-27
C011,P063,product,Designer Sunglasses Pro,Fashion,cart,2024-06-13
C011,P120,product,Gaming Console Series X,Entertainment,cart,2024-06-23
C011,CT015,content,Standup Special - 63,Comedy,view,2024-05-21
C011,CT057,content,AI Uprising - 41,Sci-Fi,view,2024-02-03
C011,CT018,content,Smartphone War - 60,Tech Review,view,2024-02-01
C012,P108,product,Portable Projector Series X,Entertainment,view,2024-02-11
C012,P071,product,Robot Vacuum Lite,Home,purchase,2024-02-27
C012,P057,product,Coffee Maker 2025 Edition,Home,purchase,2024-03-13
C012,CT018,content,Smartphone War - 60,Tech Review,like,2024-02-20
C012,CT197,content,Smartphone War - 72,Tech Review,watch_later,2024-03-11
C012,P003,product,Air Purifier Series X,Home,cart,2024-06-06
C012,CT145,content,AI Uprising - 82,Sci-Fi,watch_later,2024-06-13
C012,P059,product,Mechanical Keyboard 2025 Edition,Electronics,purchase,2024-02-09
C012,P038,product,Coffee Maker Series X,Home,purchase,2024-06-03
C012,P086,product,Running Shoes Lite,Fashion,purchase,2024-01-11
C012,CT124,content,Coding 101 - 81,Tech Review,view,2024-01-21
C012,P110,product,Bluetooth Speaker Max,Entertainment,purchase,2024-05-27
C012,P094,product,Denim Jacket Pro,Fashion,view,2024-05-26
C012,CT006,content,Star Warp - 10,Sci-Fi,watch_later,2024-01-08
C012,CT042,content,Funny Fails - 32,Comedy,watch_later,2024-05-19
C012,P069,product,Wireless Earbuds Max,Electronics,cart,2024-05-03
C012,P087,product,Portable Projector Ultra,Entertainment,purchase,2024-04-13
C012,P107,product,Denim Jacket Max,Fashion,view,2024-06-25
C012,P119,product,VR Headset Max,Electronics,cart,2024-04-16
C012,CT195,content,Mars Colony - 12,Sci-Fi,view,2024-03-28
C012,CT197,content,Smartphone War - 72,Tech Review,like,2024-03-22
C013,CT070,content,The CEO - 32,Drama,view,2024-04-04
C013,CT053,content,Medical Ward - 71,Drama,view,2024-03-22
C013,P016,product,Robot Vacuum 2025 Edition,Home,view,2024-03-09
C013,CT195,content,Mars Colony - 12,Sci-Fi,view,2024-01-25
C013,P042,product,Smart Bulb Series X,Home,cart,2024-06-06
C013,CT134,content,Future of AI - 75,Tech Review,view,2024-03-24
C013,CT196,content,Battlefield Earth - 13,Action,watch_later,2024-03-21
C013,P034,product,VR Headset Series X,Electronics,view,2024-05-07
C013,CT126,content,Speed Run - 30,Action,like,2024-05-07
C013,CT186,content,Latest GPU Test - 11,Tech Review,like,2024-01-06
C013,P079,product,Wireless Earbuds 2025 Edition,Electronics,cart,2024-05-09
C013,CT069,content,Smartphone War - 20,Tech Review,view,2024-02-25
C013,CT021,content,Sitcom Life - 24,Comedy,view,2024-01-13
C013,P099,product,Smart Bulb Pro,Home,purchase,2024-06-16
C013,CT036,content,Latest GPU Test - 73,Tech Review,like,2024-05-17
C013,P079,product,Wireless Earbuds 2025 Edition,Electronics,view,2024-04-20
C014,CT067,content,Nature Unbound - 9,Documentary,watch_later,2024-04-03
C014,CT114,content,Medical Ward - 42,Drama,like,2024-01-12
C014,CT028,content,Crypto Heist - 3,Action,watch_later,2024-05-23
C014,P024,product,Drone 2025 Edition,Electronics,purchase,2024-03-14
C014,P001,product,Robot Vacuum Ultra,Home,purchase,2024-04-25
C014,CT017,content,Speed Run - 86,Action,like,2024-06-08
C014,CT148,content,Crypto Heist - 12,Action,view,2024-02-02
C014,CT149,content,Space Race - 23,Documentary,like,2024-04-05
C014,CT039,content,Office Pranks - 56,Comedy,like,2024-05-22
C015,CT175,content,Nature Unbound - 36,Documentary,view,2024-06-03
C015,CT156,content,Speed Run - 87,Action,watch_later,2024-01-11
C015,P104,product,Standing Desk Lite,Home,view,2024-03-26
C015,CT109,content,AI Uprising - 77,Sci-Fi,watch_later,2024-04-26
C015,P055,product,Gaming Console Ultra,Entertainment,purchase,2024-02-05
C015,P077,product,Standing Desk Ultra,Home,purchase,2024-03-22
C015,P036,product,Portable Projector Series X,Entertainment,purchase,2024-03-17
C015,CT188,content,Space Race - 77,Documentary,watch_later,2024-05-10
C015,CT170,content,Standup Special - 16,Comedy,watch_later,2024-05-24
C015,P064,product,Winter Coat Series X,Fashion,view,2024-04-04
C015,P060,product,Smart Bulb Pro,Home,view,2024-04-16
C015,CT064,content,Mars Colony - 2,Sci-Fi,watch_later,2024-06-25
C015,CT036,content,Latest GPU Test - 73,Tech Review,watch_later,2024-05-01
C015,P068,product,Coffee Maker Lite,Home,purchase,2024-05-28
C015,CT005,content,Star Warp - 81,Sci-Fi,watch_later,2024-01-14
C015,CT128,content,Future of AI - 22,Tech Review,view,2024-05-14
C016,CT132,content,Family Secrets - 22,Drama,like,2024-02-07
C016,CT036,content,Latest GPU Test - 73,Tech Review,view,2024-01-09
C016,CT049,content,Standup Special - 89,Comedy,watch_later,2024-01-29
C016,P118,product,Running Shoes Eco,Fashion,cart,2024-03-21
C016,CT117,content,Sitcom Life - 85,Comedy,like,2024-06-25
C016,P012,product,Denim Jacket Max,Fashion,purchase,2024-06-05
C016,CT015,content,Standup Special - 63,Comedy,watch_later,2024-01-16
C016,CT126,content,Speed Run - 30,Action,watch_later,2024-02-23
C016,CT143,content,Space Race - 36,Documentary,watch_later,2024-05-02
C016,CT136,content,Deep Ocean - 86,Documentary,like,2024-02-14
C016,CT044,content,Funny Fails - 4,Comedy,watch_later,2024-03-28
C016,CT033,content,Speed Run - 74,Action,watch_later,2024-06-23
C016,CT039,content,Office Pranks - 56,Comedy,watch_later,2024-03-08
C016,CT014,content,Speed Run - 97,Action,view,2024-03-04
C016,P035,product,Designer Sunglasses Series X,Fashion,cart,2024-02-27
C016,CT042,content,Funny Fails - 32,Comedy,like,2024-03-14
C016,CT123,content,Latest GPU Test - 43,Tech Review,watch_later,2024-06-29
C016,CT084,content,Space Race - 16,Documentary,like,2024-03-30
C016,CT106,content,Future of AI - 92,Tech Review,watch_later,2024-03-11
C016,P096,product,Air Purifier 2025 Edition,Home,purchase,2024-06-22
C016,CT124,content,Coding 101 - 81,Tech Review,like,2024-03-29
C016,CT116,content,Funny Fails - 96,Comedy,view,2024-03-15
C016,P001,product,Robot Vacuum Ultra,Home,purchase,2024-01-21
C016,P110,product,Bluetooth Speaker Max,Entertainment,cart,2024-06-16
C016,P037,product,Smart Backpack Max,Fashion,cart,2024-02-24
C017,CT081,content,AI Uprising - 55,Sci-Fi,like,2024-05-23
C017,CT095,content,Funny Fails - 85,Comedy,view,2024-01-28
C017,CT100,content,Office Pranks - 27,Comedy,watch_later,2024-03-02
C017,P014,product,Smart Watch Eco,Electronics,purchase,2024-05-15
C017,P095,product,Bluetooth Speaker Lite,Entertainment,view,2024-01-14
C017,P031,product,4K Monitor Eco,Electronics,cart,2024-04-30
C017,P016,product,Robot Vacuum 2025 Edition,Home,view,2024-01-02
C017,CT146,content,AI Uprising - 81,Sci-Fi,view,2024-04-14
C017,CT159,content,Crypto Heist - 83,Action,like,2024-05-02
C017,CT131,content,History of Tech - 32,Documentary,like,2024-03-23
C017,P100,product,Air Purifier Max,Home,view,2024-01-23
C018,CT040,content,History of Tech - 56,Documentary,watch_later,2024-01-10
C018,CT139,content,Space Race - 89,Documentary,view,2024-04-16
C018,CT171,content,Standup Special - 83,Comedy,view,2024-01-10
C018,CT179,content,Mars Colony - 17,Sci-Fi,like,2024-05-06
C018,P035,product,Designer Sunglasses Series X,Fashion,purchase,2024-03-15
C018,CT174,content,Family Secrets - 30,Drama,view,2024-03-17
C018,CT043,content,Battlefield Earth - 32,Action,view,2024-03-26
C018,P072,product,Smart Backpack Lite,Fashion,purchase,2024-05-19
C018,CT196,content,Battlefield Earth - 13,Action,view,2024-05-09
C018,CT154,content,Cyber Soul - 12,Sci-Fi,view,2024-01-29
C018,P047,product,Drone 2025 Edition,Electronics,purchase,2024-04-27
C018,CT105,content,Star Warp - 16,Sci-Fi,watch_later,2024-02-17
C018,P018,product,Standing Desk Max,Home,cart,2024-03-16
C018,CT130,content,Deep Ocean - 46,Documentary,view,2024-02-14
C018,CT170,content,Standup Special - 16,Comedy,watch_later,2024-04-13
C018,CT153,content,Standup Special - 97,Comedy,watch_later,2024-03-24
C018,P014,product,Smart Watch Eco,Electronics,purchase,2024-01-25
C018,P056,product,Bluetooth Speaker Eco,Entertainment,view,2024-05-02
C018,P045,product,Portable Projector Pro,Entertainment,view,2024-01-02
C018,P061,product,Running Shoes Series X,Fashion,view,2024-04-24
C018,CT121,content,AI Uprising - 10,Sci-Fi,like,2024-03-18
C018,CT027,content,Latest GPU Test - 97,Tech Review,watch_later,2024-01-03
C018,P048,product,Wireless Earbuds Max,Electronics,cart,2024-06-26
C018,P028,product,VR Headset 2025 Edition,Electronics,purchase,2024-01-31
C018,CT181,content,Battlefield Earth - 47,Action,view,2024-04-13
C019,CT006,content,Star Warp - 10,Sci-Fi,watch_later,2024-03-20
C019,CT004,content,Future of AI - 34,Tech Review,watch_later,2024-03-16
C019,P116,product,Gaming Console Max,Entertainment,view,2024-02-26
C019,CT199,content,Nature Unbound - 37,Documentary,like,2024-02-09
C019,CT091,content,Coding 101 - 24,Tech Review,watch_later,2024-04-05
C019,CT198,content,The Last Stand - 53,Action,watch_later,2024-04-30
C019,CT113,content,Funny Fails - 43,Comedy,watch_later,2024-02-25
C019,CT162,content,Battlefield Earth - 15,Action,watch_later,2024-06-01
C019,CT164,content,Sitcom Life - 76,Comedy,view,2024-05-14
C019,CT018,content,Smartphone War - 60,Tech Review,watch_later,2024-04-02
C019,P028,product,VR Headset 2025 Edition,Electronics,purchase,2024-01-29
C019,P077,product,Standing Desk Ultra,Home,purchase,2024-05-09
C019,P043,product,Portable Projector Series X,Entertainment,purchase,2024-02-08
C019,P036,product,Portable Projector Series X,Entertainment,purchase,2024-04-23
C019,P086,product,Running Shoes Lite,Fashion,view,2024-05-29
C019,CT106,content,Future of AI - 92,Tech Review,watch_later,2024-04-24
C019,CT171,content,Standup Special - 83,Comedy,like,2024-02-03
C019,CT184,content,Latest GPU Test - 62,Tech Review,like,2024-05-24
C019,P086,product,Running Shoes Lite,Fashion,cart,2024-06-21
C019,CT122,content,Funny Fails - 80,Comedy,watch_later,2024-01-06
C019,P089,product,Coffee Maker Eco,Home,view,2024-02-25
C020,P026,product,Designer Sunglasses Pro,Fashion,cart,2024-03-29
C020,CT062,content,History of Tech - 36,Documentary,watch_later,2024-01-16
C020,CT199,content,Nature Unbound - 37,Documentary,view,2024-04-30
C020,P099,product,Smart Bulb Pro,Home,cart,2024-02-16
C020,CT019,content,Star Warp - 76,Sci-Fi,watch_later,2024-06-14
C020,CT075,content,Cyber Soul - 85,Sci-Fi,like,2024-04-07
C020,CT108,content,Sitcom Life - 71,Comedy,like,2024-04-06
C020,P081,product,Smart Backpack Ultra,Fashion,purchase,2024-05-18
C020,P109,product,Gaming Console Lite,Entertainment,cart,2024-01-31
C020,P026,product,Designer Sunglasses Pro,Fashion,purchase,2024-04-10
C020,CT034,content,Future of AI - 92,Tech Review,watch_later,2024-02-27
C020,CT017,content,Speed Run - 86,Action,view,2024-03-17
C020,CT115,content,Star Warp - 30,Sci-Fi,watch_later,2024-05-19
C020,CT075,content,Cyber Soul - 85,Sci-Fi,like,2024-02-28
C020,P072,product,Smart Backpack Lite,Fashion,cart,2024-02-09
C020,P029,product,Denim Jacket Lite,Fashion,purchase,2024-01-29
C020,P031,product,4K Monitor Eco,Electronics,purchase,2024-04-17
C020,CT180,content,Latest GPU Test - 96,Tech Review,view,2024-03-02
C020,P024,product,Drone 2025 Edition,Electronics,view,2024-06-01
C020,P069,product,Wireless Earbuds Max,Electronics,purchase,2024-06-21
C020,CT047,content,Nature Unbound - 67,Documentary,view,2024-03-03
C020,CT152,content,Funny Fails - 15,Comedy,like,2024-04-22
C020,P096,product,Air Purifier 2025 Edition,Home,view,2024-01-15
C021,CT129,content,Latest GPU Test - 6,Tech Review,like,2024-02-29
C021,CT161,content,Standup Special - 6,Comedy,watch_later,2024-05-27
C021,P003,product,Air Purifier Series X,Home,purchase,2024-06-21
C021,CT078,content,Sitcom Life - 38,Comedy,view,2024-03-18
C021,CT129,content,Latest GPU Test - 6,Tech Review,watch_later,2024-05-13
C021,P049,product,Smart Watch Ultra,Electronics,cart,2024-03-11
C021,P012,product,Denim Jacket Max,Fashion,purchase,2024-02-14
C021,CT168,content,Funny Fails - 13,Comedy,like,2024-05-22
C021,CT098,content,Sitcom Life - 53,Comedy,like,2024-06-13
C022,CT028,content,Crypto Heist - 3,Action,like,2024-06-27
C022,CT190,content,The CEO - 90,Drama,view,2024-03-17
C022,P024,product,Drone 2025 Edition,Electronics,purchase,2024-05-01
C022,P102,product,Drone Max,Electronics,view,2024-03-17
C022,CT164,content,Sitcom Life - 76,Comedy,view,2024-04-28
C022,CT077,content,Family Secrets - 1,Drama,watch_later,2024-04-15
C022,CT120,content,The Last Stand - 93,Action,watch_later,2024-05-15
C022,P082,product,Gaming Console Pro,Entertainment,view,2024-03-06
C022,P087,product,Portable Projector Ultra,Entertainment,purchase,2024-01-21
C022,CT060,content,The CEO - 25,Drama,like,2024-01-24
C022,CT108,content,Sitcom Life - 71,Comedy,view,2024-01-14
C022,P103,product,Smart Backpack Max,Fashion,purchase,2024-06-03
C022,CT044,content,Funny Fails - 4,Comedy,view,2024-02-18
C022,CT072,content,Sitcom Life - 39,Comedy,watch_later,2024-06-20
C022,CT169,content,Coding 101 - 8,Tech Review,like,2024-02-23
C022,CT190,content,The CEO - 90,Drama,like,2024-03-18
C022,CT043,content,Battlefield Earth - 32,Action,view,2024-02-24
C023,CT143,content,Space Race - 36,Documentary,view,2024-05-02
C023,CT106,content,Future of AI - 92,Tech Review,watch_later,2024-06-03
C023,CT174,content,Family Secrets - 30,Drama,like,2024-03-02
C023,CT070,content,The CEO - 32,Drama,like,2024-04-07
C023,CT123,content,Latest GPU Test - 43,Tech Review,watch_later,2024-04-01
C023,P043,product,Portable Projector Series X,Entertainment,cart,2024-05-11
C023,CT111,content,Funny Fails - 1,Comedy,like,2024-01-26
C023,CT163,content,Crypto Heist - 50,Action,watch_later,2024-04-30
C023,CT124,content,Coding 101 - 81,Tech Review,like,2024-02-22
C023,P046,product,Bluetooth Speaker Max,Entertainment,cart,2024-01-12
C023,CT157,content,Future of AI - 82,Tech Review,view,2024-02-07
C024,P032,product,Running Shoes Ultra,Fashion,purchase,2024-05-28
C024,CT092,content,Medical Ward - 12,Drama,like,2024-02-09
C024,P025,product,Air Purifier Pro,Home,view,2024-04-07
C024,CT169,content,Coding 101 - 8,Tech Review,view,2024-05-07
C024,CT117,content,Sitcom Life - 85,Comedy,watch_later,2024-03-27
